article_number,sequence,title,url,doi,start_page,end_page,authors,author_urls
11409177,11.3,11.3 A 500MS/s 12b Pipe-SAR ADC Using a Triple-Cascode FIA with Virtual Supply Extension,https://ieeexplore.ieee.org/document/11409177/,10.1109/ISSCC49663.2026.11409177,194,196,Michele Rocco; Gabriele Zanoletti; Alessia Ceroni; Giacomo Tombolan; Gabriele Bè; Luca Ricci; Salvatore Levantino; Andrea Leonardo Lacaita; Luca Bertulessi; Carlo Samori; Andrea Giovanni Bonfanti,https://ieeexplore.ieee.org/author/37089923957; https://ieeexplore.ieee.org/author/234845692454437; https://ieeexplore.ieee.org/author/740779176312472; https://ieeexplore.ieee.org/author/413509207843744; https://ieeexplore.ieee.org/author/37089475769; https://ieeexplore.ieee.org/author/37089476757; https://ieeexplore.ieee.org/author/37271401200; https://ieeexplore.ieee.org/author/993843992128065; https://ieeexplore.ieee.org/author/37085810702; https://ieeexplore.ieee.org/author/37271398700; https://ieeexplore.ieee.org/author/37270476600
11409164,,A 13b 500MS/s 94dB-SFDR Resistive-Input Pipelined-SAR ADC with Linear and Efficient Current-Buffer-Based Integrating Sampler,https://ieeexplore.ieee.org/document/11409164/,10.1109/ISSCC49663.2026.11409164,196,198,Xiyu He; Mingyang Gu; Yunsong Tao; Siyu Huang; Zhishuai Zhang; Yi Zhong; Nan Sun; Lu Jie,https://ieeexplore.ieee.org/author/37089217603; https://ieeexplore.ieee.org/author/37090033007; https://ieeexplore.ieee.org/author/37088388511; https://ieeexplore.ieee.org/author/37089835028; https://ieeexplore.ieee.org/author/37089834917; https://ieeexplore.ieee.org/author/37090032964; https://ieeexplore.ieee.org/author/576602833905681; https://ieeexplore.ieee.org/author/673878981735579
11409101,11.5,11.5 A Compact 7b 175GS/s Linearized Time-Interleaved Slope ADC with Switched Input Buffers,https://ieeexplore.ieee.org/document/11409101/,10.1109/ISSCC49663.2026.11409101,198,200,Ewout Martens; Angelo Parisi; Anirudh Kankuppe; Adam Cooman; Hanyue Li; Steven Van Winckel; Pratap Renukaswamy; Lucas Moura Santana; Jorge Lagos Benites; Nereo Markulić; Jan Craninckx,https://ieeexplore.ieee.org/author/37284437400; https://ieeexplore.ieee.org/author/37088367629; https://ieeexplore.ieee.org/author/37086204584; https://ieeexplore.ieee.org/author/38493776900; https://ieeexplore.ieee.org/author/37087084141; https://ieeexplore.ieee.org/author/37089186604; https://ieeexplore.ieee.org/author/37086015085; https://ieeexplore.ieee.org/author/37086408350; https://ieeexplore.ieee.org/author/37088452632; https://ieeexplore.ieee.org/author/37085453872; https://ieeexplore.ieee.org/author/37089096761
11409345,11.6,11.6 an 8B 20Gs/S Time-Interleaved ADC with 2.6mW 1GS/s Hybrid Voltage/Time-Domain Sub-ADC in 12Nm FinFET,https://ieeexplore.ieee.org/document/11409345/,10.1109/ISSCC49663.2026.11409345,200,202,Daisuke Miyazaki; Yuki Yagishita; Mika Takasaki; Shun Nagata; Takeru Nogamida; Yudai Abe; Kazutoshi Tomita; Kazunori Hasebe; Toshiyuki Kikkawa; Satoshi Yoshizawa; Atsuya Suzuki; Soichi Kato; Takahiro Naito; Keigo Bunsen; Tomohiro Matsumoto; Yasushi Katayama,https://ieeexplore.ieee.org/author/37089547989; https://ieeexplore.ieee.org/author/37089460895; https://ieeexplore.ieee.org/author/37089461602; https://ieeexplore.ieee.org/author/37088921457; https://ieeexplore.ieee.org/author/37089461122; https://ieeexplore.ieee.org/author/37086559362; https://ieeexplore.ieee.org/author/38235374700; https://ieeexplore.ieee.org/author/37089460410; https://ieeexplore.ieee.org/author/38236150100; https://ieeexplore.ieee.org/author/459059817311593; https://ieeexplore.ieee.org/author/152192709553096; https://ieeexplore.ieee.org/author/916623410470447; https://ieeexplore.ieee.org/author/899738355586839; https://ieeexplore.ieee.org/author/37594569500; https://ieeexplore.ieee.org/author/37088563207; https://ieeexplore.ieee.org/author/37088367461
11409082,,A 12b 12GS/s Two-Way Interleaved Pipeline ADC with Integrated Broadband RF VGA in 5nm,https://ieeexplore.ieee.org/document/11409082/,10.1109/ISSCC49663.2026.11409082,202,204,Haiyang Zhu; Larry Singer; Ron Kapusta; Dan Kelly; Tao Pan; Mike Hensley; Scott Bardsley; Chris Dillon; Daniel Rey-Losada; Kashif M. Sheikh; Chen-Kai Hsu; Zhao Li; Janet Brunsilius; Enrique Alvarez-Fontecilla; Robert Bishop; Paul Wilkins; Hassan L'Bahy; Adalberto Cantoni; Nuo Zhang; Kaung Myat San Oo; Cihan Asci,https://ieeexplore.ieee.org/author/37088744321; https://ieeexplore.ieee.org/author/790826124763769; https://ieeexplore.ieee.org/author/38056175900; https://ieeexplore.ieee.org/author/37086615410; https://ieeexplore.ieee.org/author/37088731701; https://ieeexplore.ieee.org/author/271142479527232; https://ieeexplore.ieee.org/author/37373411900; https://ieeexplore.ieee.org/author/37564607900; https://ieeexplore.ieee.org/author/37088739786; https://ieeexplore.ieee.org/author/619275528186303; https://ieeexplore.ieee.org/author/37086700825; https://ieeexplore.ieee.org/author/37086121531; https://ieeexplore.ieee.org/author/38075515300; https://ieeexplore.ieee.org/author/37086240072; https://ieeexplore.ieee.org/author/37089138423; https://ieeexplore.ieee.org/author/952344876015795; https://ieeexplore.ieee.org/author/396353925768443; https://ieeexplore.ieee.org/author/37089461118; https://ieeexplore.ieee.org/author/37574887500; https://ieeexplore.ieee.org/author/305654315183754; https://ieeexplore.ieee.org/author/37088573487
11409046,11.8,11.8 A 14b 20GS/s RF-Sampling DAC Achieving 70.4dBc IMD3 Up to 8.9GHz,https://ieeexplore.ieee.org/document/11409046/,10.1109/ISSCC49663.2026.11409046,204,206,Hao Luo; Zhijun Long; Wentao Zhu; Haowei Lu; Yushen Fu; Mingqian Lei; Cheng Wang; Xiaoge Zhu; Yumei Diao; Haipeng Zhu; Jiajun Zhong; Li Tian; Yi Yang; Xinli Geng; Keqing Ouyang,https://ieeexplore.ieee.org/author/820648645720889; https://ieeexplore.ieee.org/author/37089517036; https://ieeexplore.ieee.org/author/37089949724; https://ieeexplore.ieee.org/author/37088935293; https://ieeexplore.ieee.org/author/37086543916; https://ieeexplore.ieee.org/author/264389236632789; https://ieeexplore.ieee.org/author/164446249873724; https://ieeexplore.ieee.org/author/37087218988; https://ieeexplore.ieee.org/author/37088364256; https://ieeexplore.ieee.org/author/37089822648; https://ieeexplore.ieee.org/author/120300632262240; https://ieeexplore.ieee.org/author/432747509103279; https://ieeexplore.ieee.org/author/321051290955570; https://ieeexplore.ieee.org/author/37087632230; https://ieeexplore.ieee.org/author/37088902405
11409154,,Session 12 Overview: Frequency Synthesizers and VCOs,https://ieeexplore.ieee.org/document/11409154/,10.1109/ISSCC49663.2026.11409154,206,207,,
11409328,12.1,"12.1 A 74fs-Jitter, -59dBc-Spur Fractional-N DPLL Using a Supply-Resilient Time-Amplifying Dual-Ramp DTC",https://ieeexplore.ieee.org/document/11409328/,10.1109/ISSCC49663.2026.11409328,208,210,Rishabh Gurbaxani; Cicero S. Vaucher; Masoud Babaie,https://ieeexplore.ieee.org/author/581309635749730; https://ieeexplore.ieee.org/author/799122610780476; https://ieeexplore.ieee.org/author/37089040150
11409147,,A Fractional-N Digital PLL with a Supply-Insensitive DTC Achieving −62dBc Spur and 69fs Jitter Under 10mVpp Sinusoidal DTC Supply Ripple and 6.2mVrms DTC Supply Noise,https://ieeexplore.ieee.org/document/11409147/,10.1109/ISSCC49663.2026.11409147,1,3,Damiano Fagotti; Riccardo Moleri; Michele Rossoni; Daniele Lodi Rizzini; Pietro Salvi; Stefano Gallucci; Giovanni Rocco Trotta; Andrea Leonardo Lacaita; Simone Mattia Dartizio; Salvatore Levantino,https://ieeexplore.ieee.org/author/996810872657619; https://ieeexplore.ieee.org/author/520791427132030; https://ieeexplore.ieee.org/author/37089771580; https://ieeexplore.ieee.org/author/686678283385762; https://ieeexplore.ieee.org/author/399217869495993; https://ieeexplore.ieee.org/author/823459897915068; https://ieeexplore.ieee.org/author/299617093051058; https://ieeexplore.ieee.org/author/993843992128065; https://ieeexplore.ieee.org/author/37088800225; https://ieeexplore.ieee.org/author/37271401200
11409352,,A −66dBc-Worst-Fractional-Spur and 58fs-Jitter Fractional-N Digital PLL Using a Supply-Resilient Pseudo-Differential Inverse-Constant-Slope DTC,https://ieeexplore.ieee.org/document/11409352/,10.1109/ISSCC49663.2026.11409352,212,214,Pietro Salvi; Michele Rossoni; Riccardo Moleri; Daniele Lodi Rizzini; Damiano Fagotti; Stefano Gallucci; Andrea Leonardo Lacaita; Simone Mattia Dartizio; Salvatore Levantino,https://ieeexplore.ieee.org/author/399217869495993; https://ieeexplore.ieee.org/author/37089771580; https://ieeexplore.ieee.org/author/520791427132030; https://ieeexplore.ieee.org/author/686678283385762; https://ieeexplore.ieee.org/author/995335394237542; https://ieeexplore.ieee.org/author/823459897915068; https://ieeexplore.ieee.org/author/993843992128065; https://ieeexplore.ieee.org/author/37088800225; https://ieeexplore.ieee.org/author/37271401200
11409271,12.4,"12.4 A 21.6fsrms-Jitter, −260.7dB-FoM Fractional-N PLL Enabled by an Intrinsically Linear Variable-Slope SPD for Quantization-Error Cancellation",https://ieeexplore.ieee.org/document/11409271/,10.1109/ISSCC49663.2026.11409271,214,216,Yanchao Liu; Yang Li; Kaihang Wang; Xiaohua Yu; Ronghua Ni,https://ieeexplore.ieee.org/author/37085832364; https://ieeexplore.ieee.org/author/38666556800; https://ieeexplore.ieee.org/author/37089903302; https://ieeexplore.ieee.org/author/728418540748210; https://ieeexplore.ieee.org/author/37086096309
11409284,,A 14GHz Chopper-Refolding Sampling PLL Achieving 33.8$\text{fs}_{\text{rms}}$ and 80.8dBc Reference Spur with a kT/C-Noise-Cancellation SPD,https://ieeexplore.ieee.org/document/11409284/,10.1109/ISSCC49663.2026.11409284,216,218,Yichen Liu; Jian Zhang; Xiaosen Liu; Yan Wang,https://ieeexplore.ieee.org/author/37089701581; https://ieeexplore.ieee.org/author/37088994794; https://ieeexplore.ieee.org/author/37085442330; https://ieeexplore.ieee.org/author/37087112946
11408963,,A 0.65-to-1V-VDD 10.5-to-11.85GHz Fractional-N Sampling PLL Achieving 71.47fs Integrated Jitter and <-60dBc Near-Integer Fractional Spur in 40nm CMOS,https://ieeexplore.ieee.org/document/11408963/,10.1109/ISSCC49663.2026.11408963,218,220,Yixi Li; Junjie Chen; Xinyu Shen; Jie Yang; Jian Liu; Nanjian Wu; Zhao Zhang; Liyuan Liu,https://ieeexplore.ieee.org/author/37086456633; https://ieeexplore.ieee.org/author/471834819681990; https://ieeexplore.ieee.org/author/37089771023; https://ieeexplore.ieee.org/author/37089919989; https://ieeexplore.ieee.org/author/37089939484; https://ieeexplore.ieee.org/author/37087075618; https://ieeexplore.ieee.org/author/37085545463; https://ieeexplore.ieee.org/author/399932657191008
11409001,,A 7.15-to-7.95GHz Magnetically Enhanced Feedforward Waveform-Shaping CMOS Oscillator with Implicit Common-Mode Noise Cancellation Achieving −146.72 dBc/Hz PN@1MHz and 190.6dBc/Hz FoM,https://ieeexplore.ieee.org/document/11409001/,10.1109/ISSCC49663.2026.11409001,220,222,Rui Ma; Wei Deng; Haikun Jia; Juntao Lan; Zhihua Wang; Baoyong Chi,https://ieeexplore.ieee.org/author/37088933476; https://ieeexplore.ieee.org/author/37714500300; https://ieeexplore.ieee.org/author/37072383800; https://ieeexplore.ieee.org/author/152152785535479; https://ieeexplore.ieee.org/author/37089834383; https://ieeexplore.ieee.org/author/37087209477
11409304,,A 5.7mW@0.55V-to-50mW@0.9V Deeply Power-Scalable Reconfigurable Series-Resonance/Class-F VCO with Mutual-Inductance Self-Cancellation and Hybrid 8-Shaped Coupling Techniques,https://ieeexplore.ieee.org/document/11409304/,10.1109/ISSCC49663.2026.11409304,222,224,Juntao Lan; Wei Deng; Haikun Jia; Shiwei Zhang; Zhihua Wang; Baoyong Chi,https://ieeexplore.ieee.org/author/152152785535479; https://ieeexplore.ieee.org/author/37291332500; https://ieeexplore.ieee.org/author/37072383800; https://ieeexplore.ieee.org/author/37089778362; https://ieeexplore.ieee.org/author/37089834383; https://ieeexplore.ieee.org/author/37087209477
11409061,12.9,12.9 A 10.2-to-16.2GHz Dual-Mode-Transformer-Based Wideband Series-Resonance VCO Achieving >201.1dBc/Hz FoMT at a 10MHz Offset,https://ieeexplore.ieee.org/document/11409061/,10.1109/ISSCC49663.2026.11409061,224,226,Yang Li; Yanchao Liu; Kaihang Wang; Dong Pu; Xiaohua Yu; Ronghua Ni,https://ieeexplore.ieee.org/author/38666556800; https://ieeexplore.ieee.org/author/37085832364; https://ieeexplore.ieee.org/author/37089903302; https://ieeexplore.ieee.org/author/37089632353; https://ieeexplore.ieee.org/author/728418540748210; https://ieeexplore.ieee.org/author/37086096309
11408969,,Session 13 Overview: Circuits for AI and AI for Circuits,https://ieeexplore.ieee.org/document/11408969/,10.1109/ISSCC49663.2026.11408969,226,227,,
11409110,13.1,"13.1 HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital Compute-in-RRAM Accelerator for Efficient Recommendation System",https://ieeexplore.ieee.org/document/11409110/,10.1109/ISSCC49663.2026.11409110,228,230,Jiaming Li; Peng Yao; Xueqi Li; Zhenqi Hao; Dabin Wu; Zhouzheng Li; Haishu Xianyu; Lin Li; Shujuan You; Taiwei Chiu; Maojia Sheng; Wei Yang; Qingtian Zhang; Jianshi Tang; He Qian; Bin Gao; Huaqiang Wu,https://ieeexplore.ieee.org/author/37085898640; https://ieeexplore.ieee.org/author/37085789665; https://ieeexplore.ieee.org/author/37089248434; https://ieeexplore.ieee.org/author/37088863322; https://ieeexplore.ieee.org/author/37088368788; https://ieeexplore.ieee.org/author/37089158717; https://ieeexplore.ieee.org/author/37085768436; https://ieeexplore.ieee.org/author/37600091900; https://ieeexplore.ieee.org/author/37086382633; https://ieeexplore.ieee.org/author/401450173940770; https://ieeexplore.ieee.org/author/636863897672074; https://ieeexplore.ieee.org/author/37087288140; https://ieeexplore.ieee.org/author/37086317250; https://ieeexplore.ieee.org/author/37087811694; https://ieeexplore.ieee.org/author/37392453800; https://ieeexplore.ieee.org/author/310635407885184; https://ieeexplore.ieee.org/author/37087073652
11409170,,AI-Enabled End-to-End Design in RFICs with Controllable Architectural Style from 'Classical' to 'Non-Intuitive' for mm-Wave/sub-THz LNAs,https://ieeexplore.ieee.org/document/11409170/,10.1109/ISSCC49663.2026.11409170,1,3,Jonathan Zhou; Emir Ali Karahan; Juho Park¹; Sherif Ghozzy¹; Kaushik Sengupta,https://ieeexplore.ieee.org/author/37089699437; https://ieeexplore.ieee.org/author/37089417058; https://ieeexplore.ieee.org/author/659984008828661; https://ieeexplore.ieee.org/author/916362902620861; https://ieeexplore.ieee.org/author/37545750600
11409315,,Medusa: A Quantum-Inspired 200-Variable 1016-Clause Analog k-SAT Solver,https://ieeexplore.ieee.org/document/11409315/,10.1109/ISSCC49663.2026.11409315,232,234,Luke D. Wormald; Ying-Tuan Hsu; Evangelos Dikopoulos; Wei Tang; Benjamin Datsko; Ali Hammoud; Zhengya Zhang; Michael P. Flynn,https://ieeexplore.ieee.org/author/37089461291; https://ieeexplore.ieee.org/author/37088566855; https://ieeexplore.ieee.org/author/632638723166679; https://ieeexplore.ieee.org/author/869626878063816; https://ieeexplore.ieee.org/author/865229435417634; https://ieeexplore.ieee.org/author/37089879272; https://ieeexplore.ieee.org/author/37088373360; https://ieeexplore.ieee.org/author/37086706490
11409220,13.4,13.4 An Inverse-Designed Passively Coupled N-Path Filter with gm-Boosted Active HBT Switches,https://ieeexplore.ieee.org/document/11409220/,10.1109/ISSCC49663.2026.11409220,234,236,Vinay Chenna; Hossein Hashemi,https://ieeexplore.ieee.org/author/928540391492608; https://ieeexplore.ieee.org/author/37275623700
11409264,,A Nonintuitively Frequency-Staggered Wideband mm-Wave Low-Noise Amplifier,https://ieeexplore.ieee.org/document/11409264/,10.1109/ISSCC49663.2026.11409264,236,238,Vinay Chenna; Hossein Hashemi,https://ieeexplore.ieee.org/author/928540391492608; https://ieeexplore.ieee.org/author/37275623700
11409191,,Session 14 Overview: Unusual Interconnects and Other Uses for Light,https://ieeexplore.ieee.org/document/11409191/,10.1109/ISSCC49663.2026.11409191,238,239,,
11409040,14.1,14.1 THz-TSI: A 0.33pJ/b 264Gb/s Through-Silicon Interconnect Module for 3D Integration Utilizing Terahertz Coupling,https://ieeexplore.ieee.org/document/11409040/,10.1109/ISSCC49663.2026.11409040,1,3,Chen Jiang; Xiaodi Feng; Xiaohan Shen; Chixiao Chen; Qi Liu; Ming Liu; Ningsheng Xu,https://ieeexplore.ieee.org/author/37087082517; https://ieeexplore.ieee.org/author/624033449995848; https://ieeexplore.ieee.org/author/37088562180; https://ieeexplore.ieee.org/author/37087219794; https://ieeexplore.ieee.org/author/37090018160; https://ieeexplore.ieee.org/author/459704478912417; https://ieeexplore.ieee.org/author/37087997629
11409254,14.2,14.2 An $8\lambda\times 38\text{Gb}/\mathrm{s}/\lambda$ 106fJ/b Optical WDM Transmitter in 45nm CMOS SOI,https://ieeexplore.ieee.org/document/11409254/,10.1109/ISSCC49663.2026.11409254,242,244,Amirreza Shoobi; Kaisarbek Omirzakhov; Zhehao Yu; Ali Pirmoradi; Firooz Aflatouni,https://ieeexplore.ieee.org/author/673517195332723; https://ieeexplore.ieee.org/author/37086061481; https://ieeexplore.ieee.org/author/37089228859; https://ieeexplore.ieee.org/author/37089841213; https://ieeexplore.ieee.org/author/37571712200
11409168,,A Single-Chip Laser Diode Driver with Built-In Frequency-Sweep Linearization for FMCW LiDAR,https://ieeexplore.ieee.org/document/11409168/,10.1109/ISSCC49663.2026.11409168,244,246,Wenshuo Zhu; Jianqiang Jiang; Xuan Sun; Zhenhao Li; Tingyi Gu; Xin Zhang; Cheng Huang,https://ieeexplore.ieee.org/author/37089915596; https://ieeexplore.ieee.org/author/37089834362; https://ieeexplore.ieee.org/author/750246084547261; https://ieeexplore.ieee.org/author/37675303100; https://ieeexplore.ieee.org/author/37087152955; https://ieeexplore.ieee.org/author/37089909297; https://ieeexplore.ieee.org/author/37089205191
11409357,,A 40Gb/s 8mW-OMA 1-to-N VCSEL Driver for Parallel and Wireless Optical Links Using 150nm GaN HEMT,https://ieeexplore.ieee.org/document/11409357/,10.1109/ISSCC49663.2026.11409357,1,3,Shuo Sarah Feng; Fuzhan Chen; Ruitao Matthew Ma; Hongyu Bruce Bao; Kangping Zhong; Pak Tao Alan Lau; Chik Patrick Yue,https://ieeexplore.ieee.org/author/553820947197061; https://ieeexplore.ieee.org/author/37089173360; https://ieeexplore.ieee.org/author/37089971652; https://ieeexplore.ieee.org/author/352034699296836; https://ieeexplore.ieee.org/author/37087526963; https://ieeexplore.ieee.org/author/122850557829845; https://ieeexplore.ieee.org/author/37273278700
11409127,,Highly-Integrated Light-Sensing System with RF Harvesting and Transmission in Commercial N-Type IGZO Flexible Technology,https://ieeexplore.ieee.org/document/11409127/,10.1109/ISSCC49663.2026.11409127,248,250,Marco Privitera; Muhammad Zahid Naveed; Andrea Ballo; Gianluca Giustolisi; Alfio Dario Grasso; Massimo Alioto,https://ieeexplore.ieee.org/author/37088869673; https://ieeexplore.ieee.org/author/725798410132360; https://ieeexplore.ieee.org/author/37085393684; https://ieeexplore.ieee.org/author/165391570667748; https://ieeexplore.ieee.org/author/37085662818; https://ieeexplore.ieee.org/author/608932861203104
11409258,,Self-Programmable Twin PUFs via Photovoltaic Energy Harvesting During the Pre-Wafer-Dicing Stage,https://ieeexplore.ieee.org/document/11409258/,10.1109/ISSCC49663.2026.11409258,250,252,Eunseok Lee; Jaehong Jung; Maitreyi Ashok; Anantha P. Chandrakasan; Ruonan Han,https://ieeexplore.ieee.org/author/37089507828; https://ieeexplore.ieee.org/author/37292226300; https://ieeexplore.ieee.org/author/37089383470; https://ieeexplore.ieee.org/author/400672489728307; https://ieeexplore.ieee.org/author/37086400017
11409166,,"Session 15 Overview: DRAM, SRAM, and Non-Volatile Memories",https://ieeexplore.ieee.org/document/11409166/,10.1109/ISSCC49663.2026.11409166,252,253,,
11409136,,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,https://ieeexplore.ieee.org/document/11409136/,10.1109/ISSCC49663.2026.11409136,254,256,Jayanth M. Thimmaiah; Ryuji Yamashita; In-Soo Yoon; Jason Li; Cynthia Hsu; Takuya Ariki; Naoki Ookuma; Yosuke Kato; Koichiro Hayashi; Kazuki Yamauchi; Indra K V; Masahiro Kano; Sirisha Bhamidipati; Sneha Bhatia; Seema Malhotra; Naoki Ojima; Ella Wu; Zhiyong Yang; Frank W. Tsai; Mathias Bayle; Naoyuki Minami; Yasuyuki Fujihara; Kei Kitamura; Tomofumi Kitani; Takuyo Kodama; Takaya Handa; Naoaki Kanagawa; Yuki Ishizaki; Susumu Fujimura; Yoshinao Suzuki; Mario Sako; Yumi Higashi; Yoshihisa Watanabe; Toshiyuki Kouchi; Aravinth V; Chin-Yi Chen; Xiang Yang; Guirong Liang; Jenny Wang,https://ieeexplore.ieee.org/author/234818277363732; https://ieeexplore.ieee.org/author/37085513015; https://ieeexplore.ieee.org/author/37086418460; https://ieeexplore.ieee.org/author/37089086161; https://ieeexplore.ieee.org/author/37653845600; https://ieeexplore.ieee.org/author/37086120210; https://ieeexplore.ieee.org/author/37086117548; https://ieeexplore.ieee.org/author/38084879000; https://ieeexplore.ieee.org/author/37088726004; https://ieeexplore.ieee.org/author/37289188500; https://ieeexplore.ieee.org/author/37089661321; https://ieeexplore.ieee.org/author/37088802949; https://ieeexplore.ieee.org/author/438840458978479; https://ieeexplore.ieee.org/author/37089337920; https://ieeexplore.ieee.org/author/37089337269; https://ieeexplore.ieee.org/author/37086692735; https://ieeexplore.ieee.org/author/392127844269819; https://ieeexplore.ieee.org/author/306518883478977; https://ieeexplore.ieee.org/author/480532596657614; https://ieeexplore.ieee.org/author/828640775609116; https://ieeexplore.ieee.org/author/705354999921179; https://ieeexplore.ieee.org/author/808143060306472; https://ieeexplore.ieee.org/author/37086515996; https://ieeexplore.ieee.org/author/451116189736327; https://ieeexplore.ieee.org/author/37088367850; https://ieeexplore.ieee.org/author/37088368658; https://ieeexplore.ieee.org/author/37088627553; https://ieeexplore.ieee.org/author/37088367813; https://ieeexplore.ieee.org/author/37839948600; https://ieeexplore.ieee.org/author/37692009400; https://ieeexplore.ieee.org/author/37085516495; https://ieeexplore.ieee.org/author/37088731058; https://ieeexplore.ieee.org/author/515842044917904; https://ieeexplore.ieee.org/author/37088368687; https://ieeexplore.ieee.org/author/884120793959822; https://ieeexplore.ieee.org/author/953377392063976; https://ieeexplore.ieee.org/author/342882328729123; https://ieeexplore.ieee.org/author/37087663934; https://ieeexplore.ieee.org/author/301354163373840
11409350,15.2,15.2 A 350mV Single-Rail SRAM Using a Custom-Logic-Bitcell in 2nm-CMOS-Nanosheet Technology for Mobile and Edge-AI Applications,https://ieeexplore.ieee.org/document/11409350/,10.1109/ISSCC49663.2026.11409350,256,258,Manish Trivedi; Sandipan Sinha; Ramesh Halli; Girishankar Gurumurthy; Jaswinder Singh; Chun-Yuan Cheng; Linchien Chen; Jeff Lin; Hugh Mair,https://ieeexplore.ieee.org/author/37088851751; https://ieeexplore.ieee.org/author/37088851494; https://ieeexplore.ieee.org/author/37088849763; https://ieeexplore.ieee.org/author/37088824831; https://ieeexplore.ieee.org/author/37085830297; https://ieeexplore.ieee.org/author/37403140800; https://ieeexplore.ieee.org/author/933560966583865; https://ieeexplore.ieee.org/author/37089087737; https://ieeexplore.ieee.org/author/37412057000
11409300,15.3,15.3 An 8nm eMRAM for Auto-G1 with a 125MHz Read Speed at 0.6V and 19.94Mb/mm2 Density,https://ieeexplore.ieee.org/document/11409300/,10.1109/ISSCC49663.2026.11409300,258,260,Hyunjin Shin; Gyuseong Kang; Yeseul Kim; Dohui Kim; Kyuseong Kim; Sunkyu Lee; Hangil Lee; Sanggyeong Won; Mijoung Kim; Jaeho Lee; Seungpil Ko; Jaechul Shim; Shinhee Han; Kiseok Suh; Sohee Hwang; Hyunchang Lee; Jonghoon Jung; Sanghoon Baek,https://ieeexplore.ieee.org/author/37085559099; https://ieeexplore.ieee.org/author/37085491880; https://ieeexplore.ieee.org/author/37086263118; https://ieeexplore.ieee.org/author/37089461187; https://ieeexplore.ieee.org/author/730434319295112; https://ieeexplore.ieee.org/author/37089924814; https://ieeexplore.ieee.org/author/37085684842; https://ieeexplore.ieee.org/author/225949493794149; https://ieeexplore.ieee.org/author/37088849716; https://ieeexplore.ieee.org/author/759781177959668; https://ieeexplore.ieee.org/author/425729839325057; https://ieeexplore.ieee.org/author/139044766798155; https://ieeexplore.ieee.org/author/37089925297; https://ieeexplore.ieee.org/author/37088165755; https://ieeexplore.ieee.org/author/37086246981; https://ieeexplore.ieee.org/author/37676732700; https://ieeexplore.ieee.org/author/634568065466881; https://ieeexplore.ieee.org/author/37085401126
11409096,15.4,"15.4 A 16nm 168Mb Embedded STT-MRAM with 0.0249µm2 Bit-Cell, Dual-Port Access, and 51.2Gb/s Read Throughput for Automotive and Edge AI Applications",https://ieeexplore.ieee.org/document/11409096/,10.1109/ISSCC49663.2026.11409096,260,262,Po-Hao Lee; Chia-Fu Lee; Hon-Jarn Lin; Cheng-Han Lu; Yen-An Chang; Pranata W. Sanjaya; Chia-Jung Tsen; Kuan-Chun Chen; Ming-Chieh Lin; Chao-Jung Hung; Tan-Li Chou; Chih-Hui Weng; Chia-Yu Wang; J.J. Wu; Harry Chuang; Yih Wang; Yu-Der Chih; Tsung-Yung Jonathan Chang,https://ieeexplore.ieee.org/author/37086490223; https://ieeexplore.ieee.org/author/37696405900; https://ieeexplore.ieee.org/author/327203815796686; https://ieeexplore.ieee.org/author/37089059509; https://ieeexplore.ieee.org/author/37086489110; https://ieeexplore.ieee.org/author/728345292944544; https://ieeexplore.ieee.org/author/37088932056; https://ieeexplore.ieee.org/author/661249336494891; https://ieeexplore.ieee.org/author/343020604118017; https://ieeexplore.ieee.org/author/807665401741216; https://ieeexplore.ieee.org/author/37088799827; https://ieeexplore.ieee.org/author/37086266949; https://ieeexplore.ieee.org/author/37088739069; https://ieeexplore.ieee.org/author/197451348564356; https://ieeexplore.ieee.org/author/37089778953; https://ieeexplore.ieee.org/author/37087666286; https://ieeexplore.ieee.org/author/37087570078; https://ieeexplore.ieee.org/author/37089924130
11409338,,A 3nm 0.167fJ/b 5.27Mb/mm2 Configurable TCAM with Macro-Wise Pipelined Search Methods for Automotive Applications,https://ieeexplore.ieee.org/document/11409338/,10.1109/ISSCC49663.2026.11409338,262,264,Shunya Nagata; Yohei Sawada; Kenichiro Takiguchi; Masao Morimoto; Shinji Tanaka; Naoya Fujita; Tomohiro Miura; Daisuke Nakamura; Takashi Ito,https://ieeexplore.ieee.org/author/37086551740; https://ieeexplore.ieee.org/author/37085829886; https://ieeexplore.ieee.org/author/206318441877782; https://ieeexplore.ieee.org/author/38100815400; https://ieeexplore.ieee.org/author/652951193739814; https://ieeexplore.ieee.org/author/37089648389; https://ieeexplore.ieee.org/author/37086553283; https://ieeexplore.ieee.org/author/37089052919; https://ieeexplore.ieee.org/author/38581033900
